file,sha256,source,table,evidence,note
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__k0__alpha_2.75.dat,38c77ce3aec45438274ffd793cc1e67752c4fb32fa90fd2a0d6b9a1d49969bd8,fey2020thesis,Fey (2020) Table F.2,cell-verified (7/7 measured orders reproduce the print),
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__k0__alpha_2.875.dat,6b405895900feea025387d89b0298091db462950ab6550fff66c771acb0d4f6a,fey2020thesis,Fey (2020) Table F.2,cell-verified (7/7 measured orders reproduce the print),
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__k0__alpha_2.dat,60f8cafc79f73a5c352e85645a3aedc88ced0ddffa0c52f20ae4bd5e2fddfe6c,fey2020thesis,Fey (2020) Table F.2,cell-verified (7/7 measured orders reproduce the print),
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__k0__alpha_3.125.dat,101f9f5f1e0c9ab93b4575143e8212a65156769ef036a86ecc2698f237a2c358,fey2020thesis,Fey (2020) Table F.2,cell-verified (7/7 measured orders reproduce the print),
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__k0__alpha_3.25.dat,f711b759cabdec6e1909ebeee317000bf70eed882fa4cc00424b3f250a33c886,fey2020thesis,Fey (2020) Table F.2,cell-verified (7/7 measured orders reproduce the print),
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__k0__alpha_3.5.dat,43ecf2f4563386c8d1e8867ddf824e3456ebd1dcf25cda9d5740b970a8647e6c,fey2020thesis,Fey (2020) Table F.2,cell-verified (7/7 measured orders reproduce the print),
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__k0__alpha_3.dat,a4536c4e76be8c43bc74787b421c78d9f662d61079f1eea1e41feeb3f22866af,fey2020thesis,Fey (2020) Table F.2,cell-verified (7/7 measured orders reproduce the print),
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__k0__alpha_4.dat,3ed16f4b32d74892675b3e0d194df790abaaacb2658ec9955f2008cbd91d2ea9,fey2020thesis,Fey (2020) Table F.2,cell-verified (7/7 measured orders reproduce the print),
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__k0__alpha_6.dat,4891210c74b5658902562c1d5e0d3cd5ee42f0be4dfbec86fd431428452e85cd,fey2020thesis,Fey (2020) Table F.2,cell-verified (7/7 measured orders reproduce the print),
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__kPi__alpha_1.5.dat,4ae94a44c053b5525831abeb716cc427cadda610c635f18bc64a0e721363adc1,fey2020thesis,Fey (2020) Table F.3,cell-verified (6/6 measured orders reproduce the print),
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__kPi__alpha_1.66667.dat,13f36f2975190f317cc2b8afa4b43b66f1a39cb76dbbbf5af77e3b2ea067bc7f,fey2020thesis,Fey (2020) Table F.3,cell-verified (2/3 measured orders reproduce the print),"r=5 value one unit off in the last printed digit (print slip)"
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__kPi__alpha_2.25.dat,e87423eb497d07061af48504cd5894358cc09db3726883f3a1db920823b2b0ea,fey2020thesis,Fey (2020) Table F.3,"values reproduce Fey (2020) Table F.3 at every printed order (within 0.11 printed error bars); error bars are 0.75-0.99 of the printed ones, so this is not the printed data","shipped because Table F.3 prints this series and the values agree with the print"
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__kPi__alpha_2.5.dat,1fdf2b16be2ba14387c3939b0926a5ed4b8db21624ecf098e62a56cac179ae7f,fey2020thesis,Fey (2020) Table F.3,cell-verified (7/7 measured orders reproduce the print),
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__kPi__alpha_2.dat,fb3cd65c097bf9d42ec2f17c84c1d8083b327b5e689ed237bf78aae95cc8a553,fey2020thesis,Fey (2020) Table F.3,cell-verified (7/7 measured orders reproduce the print),
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__kPi__alpha_3.dat,47298232d1969ffcc4fa256171141416ed77b858b3ec8b8df37ad41d8ea7f11f,fey2020thesis,Fey (2020) Table F.3,cell-verified (7/7 measured orders reproduce the print),
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__kPi__alpha_4.dat,dc850033c52eb5156507d32d609c80c3d3ba7c9f8f03e08058900af038186b95,fey2020thesis,Fey (2020) Table F.3,cell-verified (7/7 measured orders reproduce the print),
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__kPi__alpha_5.dat,3485bf6149cf4111fd61cdac50aefd33a19de1ab1f3115d988c9806bb762982a,fey2020thesis,Fey (2020) Table F.3,cell-verified (7/7 measured orders reproduce the print),
MC_patched/TFIM/chain/TFIM_lr_1d__MC__list_of_prefactors__kPi__alpha_7.dat,8272a9227aba102cf349007f66d2715962477fb72329541d973403d709f351fa,fey2020thesis,Fey (2020) Table F.3,cell-verified (7/7 measured orders reproduce the print),
MC_patched/TFIM/chain/gs_energy_series_1d_chain_tfim_sigma0.5_order13.csv,dbb51b5110a1802d734c2d393954144c1d767e70f55f40021bcc1dc79fb0b29c,langheld2022,"Langheld et al. (2022), Zenodo 10.5281/zenodo.6645107",byte-identical to raw_data_pcut/results/ground_state_energy/mc_embedding/lrtfim_sigma0.5/gs_energy_series_sigma0.5_o13.csv in the record,renamed on import; content unchanged
MC_patched/TFIM/chain/gs_energy_series_1d_chain_tfim_sigma1.0_order13.csv,8877f11b5ff629da018325b74709f1faac3b6f6392dbce59fd769e8e6e981292,langheld2022,"Langheld et al. (2022), Zenodo 10.5281/zenodo.6645107",byte-identical to raw_data_pcut/results/ground_state_energy/mc_embedding/lrtfim_sigma1/gs_energy_series_sigma1.0_o13.csv in the record,renamed on import; content unchanged
MC_patched/TFIM/chain/gs_energy_series_1d_chain_tfim_sigma2.0_order13.csv,123f6ae5fbb7197b3af95e9ee7c767bb5c34bd84a84ec7e62a01d0aefd811521,langheld2022,"Langheld et al. (2022), Zenodo 10.5281/zenodo.6645107",byte-identical to raw_data_pcut/results/ground_state_energy/mc_embedding/lrtfim_sigma2/gs_energy_series_sigma2.0_o13.csv in the record,renamed on import; content unchanged
MC_patched/TFIM/chain/gs_energy_series_1d_chain_tfim_sigma3.0_order13.csv,007edabcee12979c14d6af2be2e0ab94ec9a98660e80d803f02738671ff8f377,langheld2022,"Langheld et al. (2022), Zenodo 10.5281/zenodo.6645107",byte-identical to raw_data_pcut/results/ground_state_energy/mc_embedding/lrtfim_sigma3/gs_energy_series_sigma3.0_o13.csv in the record,renamed on import; content unchanged
MC_patched/TFIM/chain/gs_energy_series_coeffs_1d_chain_tfim_sigma0.5_order13.csv,1a64da663dd9a985e6906159578a561b9bdcb7d20199877cba21d5a10240114c,langheld2022,"Langheld et al. (2022), Zenodo 10.5281/zenodo.6645107",per-cluster reduction of raw_data_pcut/results/ground_state_energy/mc_embedding/lrtfim_sigma0.5/ in the record: every row is the mean over seeds of '# Target integral' (<= 4.4e-16 relative) with error sd/sqrt(n_seeds) exactly,"adds the analytic two-site order-2 row (error 0), which the record does not carry"
MC_patched/TFIM/chain/gs_energy_series_coeffs_1d_chain_tfim_sigma1.0_order13.csv,9937e5ae46fd61a8409b765a236f46e494d78a80ed952a0e1b285d60bb47fbe8,langheld2022,"Langheld et al. (2022), Zenodo 10.5281/zenodo.6645107",per-cluster reduction of raw_data_pcut/results/ground_state_energy/mc_embedding/lrtfim_sigma1/ in the record: every row is the mean over seeds of '# Target integral' (<= 4.4e-16 relative) with error sd/sqrt(n_seeds) exactly,"adds the analytic two-site order-2 row (error 0), which the record does not carry"
MC_patched/TFIM/chain/gs_energy_series_coeffs_1d_chain_tfim_sigma2.0_order13.csv,01b2efeb9d566e6e76adacdd68f60e1bd1571a9fdb1bb2c3c132ca56763a374f,langheld2022,"Langheld et al. (2022), Zenodo 10.5281/zenodo.6645107",per-cluster reduction of raw_data_pcut/results/ground_state_energy/mc_embedding/lrtfim_sigma2/ in the record: every row is the mean over seeds of '# Target integral' (<= 4.4e-16 relative) with error sd/sqrt(n_seeds) exactly,"adds the analytic two-site order-2 row (error 0), which the record does not carry"
MC_patched/TFIM/chain/gs_energy_series_coeffs_1d_chain_tfim_sigma3.0_order13.csv,89747ab44bf2b1be726dbed6fcb0f96c2f7f8f25a7a0fe403caca034da2e2dca,langheld2022,"Langheld et al. (2022), Zenodo 10.5281/zenodo.6645107",per-cluster reduction of raw_data_pcut/results/ground_state_energy/mc_embedding/lrtfim_sigma3/ in the record: every row is the mean over seeds of '# Target integral' (<= 4.4e-16 relative) with error sd/sqrt(n_seeds) exactly,"adds the analytic two-site order-2 row (error 0), which the record does not carry"
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__k0__alpha_10.dat,0819cdd755f63d5533c4d9edbca58f3138c1d4c003f14e4a719492ff8c3f5ea3,fey2020thesis,Fey (2020) Table F.10,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__k0__alpha_3.25.dat,791d23bbcafb16d2171a87ac182f5208937d9820a9e9e0a1ccf9d3e5ed4301d1,fey2020thesis,Fey (2020) Table F.10,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__k0__alpha_3.5.dat,ca9e070e80bb8c750172f355e0879ea96efe32c63f5fd9eb5dc2d3e226f17ad9,fey2020thesis,Fey (2020) Table F.10,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__k0__alpha_4.dat,0228ae14f26dade6065e95a3bb06c6fe647403213a1b0f887321cab7bdf94fb3,fey2020thesis,Fey (2020) Table F.10,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__k0__alpha_5.dat,d349d409c397463b800d66169fa90a7d5e1d63fffd61034b6ba5c03c1da0357f,fey2020thesis,Fey (2020) Table F.10,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__k0__alpha_6.dat,13e603e92f561571a7d367cbb1837516de748d1e4ac63e1ba6f44c9891a619bd,fey2020thesis,Fey (2020) Table F.10,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__k0__alpha_7.dat,d6acd49368c4350751195692569ed0687d19e031fc230e220b3c3c7eeb4b8981,fey2020thesis,Fey (2020) Table F.10,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__k0__alpha_8.dat,14d844e0dd09cd6ed9768b0ef2b5ca8c72dad0846e18255c1059a943377741c3,fey2020thesis,Fey (2020) Table F.10,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__k0__alpha_9.dat,ee27c845f488d22002b49baaa01984eb683675f3e912a4262a07e792f62d17e9,fey2020thesis,Fey (2020) Table F.10,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__kPi__alpha_10_rho4_gamma4.dat,0584b81564df3e7d79e67f26ad4f3387ec72cc39db867d6d8b91826def2dd19d,fey2020thesis,Fey (2020) Table F.11,cell-verified (10/10 measured orders reproduce the print),
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__kPi__alpha_3.5_rho1.75_gamma1.75.dat,4598d65470f6c8292c63243354a0a28e0ba5026186f5da95f3829b242ba83103,fey2020thesis,Fey (2020) Table F.11,cell-verified (10/10 measured orders reproduce the print),
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__kPi__alpha_4_rho2_gamma2.dat,b1825f196df5fd474844eaa175e688f6a7bdf4686544ee6db0996e5c0ebe319e,fey2020thesis,Fey (2020) Table F.11,cell-verified (10/10 measured orders reproduce the print),
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__kPi__alpha_5_rho2.5_gamma2.5.dat,a874454f2c17c6970767a51f734050e0e0317bd32d2535305ffec336b1b97d44,fey2020thesis,Fey (2020) Table F.11,cell-verified (10/10 measured orders reproduce the print),
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__kPi__alpha_6_rho3_gamma3.dat,621911f11297602ce5e1bc26c04e5a91e35c06af10dd340c00768cafb3e728d8,fey2020thesis,Fey (2020) Table F.11,cell-verified (10/10 measured orders reproduce the print),
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__kPi__alpha_7_rho3.5_gamma3.5.dat,21a81c4c7778232375c0e85b9660f0cfd4ce58b7f9357d35fafd0e1e764ee470,fey2020thesis,Fey (2020) Table F.11,cell-verified (10/10 measured orders reproduce the print),
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__kPi__alpha_8_rho4_gamma4.dat,3f15c159cf0c2a6af7b20275d360d57ca7335144360c1d4a3fb0d4dabf703fef,fey2020thesis,Fey (2020) Table F.11,cell-verified (10/10 measured orders reproduce the print),
MC_patched/TFIM/cubic/TFIM_lr_3d_cube__MC__list_of_prefactors__kPi__alpha_9_rho4.5_gamma4.5.dat,68c294b206182790b5e7d3eac674508a70323f38d9e25d9dcfebc81f0e476ffe,fey2020thesis,Fey (2020) Table F.11,cell-verified (10/10 measured orders reproduce the print),
MC_patched/TFIM/square/1qp_gap_series_2d_square_tfim_k0_sigma0.5_order11.csv,5273760dccf884e506c2495f7ea28b9db8a8d50b126e6899c0ac840c9e4babbe,adelhardt-pc,"P. Adelhardt, private communication (unpublished coefficients)",byte-identical to upstream unpublished summed series; equals the coeffs file to <=4e-16,
MC_patched/TFIM/square/1qp_gap_series_2d_square_tfim_k0_sigma3_order11.csv,c102a9cfd34aec5929d8afc7d389851095493860eb70bf7eb9036c355e679799,adelhardt-pc,"P. Adelhardt, private communication (unpublished coefficients)",byte-identical to upstream unpublished summed series; equals the coeffs file to <=4e-16,
MC_patched/TFIM/square/1qp_gap_series_2d_square_tfim_k0_sigma4_order11.csv,86fb0cbf4649d50fce4c0518bf4dc5dacc95f97ecf18b0a7295b2e75089ffa0a,adelhardt-pc,"P. Adelhardt, private communication (unpublished coefficients)",byte-identical to upstream unpublished summed series; equals the coeffs file to <=4e-16,
MC_patched/TFIM/square/1qp_gap_series_2d_square_tfim_k0_sigma8_order11.csv,80e6adab8191255f75109a001e8d7f9f25b7f9122b9ff8b3a547970de5aa32cd,adelhardt-pc,"P. Adelhardt, private communication (unpublished coefficients)",byte-identical to upstream unpublished summed series; equals the coeffs file to <=4e-16,
MC_patched/TFIM/square/1qp_gap_series_2d_square_tfim_kx0_ky0_sigma2_order11.csv,7de717cf21d2e55442e2c8f5789f71f3cce078a1a3d3d38cf1b3d216b93e5a43,adelhardt-pc,"P. Adelhardt, private communication (unpublished coefficients)",byte-identical to upstream unpublished summed series; equals the coeffs file to <=4e-16,
MC_patched/TFIM/square/1qp_gap_series_coeffs_2d_square_tfim_kx0_ky0_sigma0.5_order11.csv,ecdc96c87b76ced436ca379aa304c1cfb3140bdd1fb274e1ae5ea1dda35fe497,adelhardt-pc,"P. Adelhardt, private communication (unpublished coefficients)",per-cluster file; sum over Nsites equals upstream unpublished summed series to <=4e-16,
MC_patched/TFIM/square/1qp_gap_series_coeffs_2d_square_tfim_kx0_ky0_sigma2_order11.csv,0281bad9515593415d027a9f90c203142a878492f275d0edb22004c3abb53e86,adelhardt-pc,"P. Adelhardt, private communication (unpublished coefficients)",per-cluster file; sum over Nsites equals upstream unpublished summed series to <=4e-16,
MC_patched/TFIM/square/1qp_gap_series_coeffs_2d_square_tfim_kx0_ky0_sigma3_order11.csv,5812183f224c456101e01af9f6bfdf04af5a427a2e6c7c34d29d3ae051efd4dd,adelhardt-pc,"P. Adelhardt, private communication (unpublished coefficients)",per-cluster file; sum over Nsites equals upstream unpublished summed series to <=4e-16,
MC_patched/TFIM/square/1qp_gap_series_coeffs_2d_square_tfim_kx0_ky0_sigma4_order11.csv,bd8e4175a98ffb42619b1a9994c38380078f7be47c0f5a6dedf37d495fefae29,adelhardt-pc,"P. Adelhardt, private communication (unpublished coefficients)",per-cluster file; sum over Nsites equals upstream unpublished summed series to <=4e-16,
MC_patched/TFIM/square/1qp_gap_series_coeffs_2d_square_tfim_kx0_ky0_sigma8_order11.csv,955848ae4e3a8c445a9543bdde471c41b7c25d1998ca7dbd7b16fa478f95222f,adelhardt-pc,"P. Adelhardt, private communication (unpublished coefficients)",per-cluster file; sum over Nsites equals upstream unpublished summed series to <=4e-16,
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__0qp__alpha_10.dat,16647c8fe2eabf2288e09014c88c89369a69ca61c4cbd16988eb3a03762acca2,fey2020thesis,Fey (2020) Table F.4,cell-verified (8/8 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__0qp__alpha_2.5.dat,2075936cdf2d66b0045d42f7c693f0702b19203cbe3acf4d71d9ed3972ff9a65,fey2020thesis,Fey (2020) Table F.4,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__0qp__alpha_3.33333.dat,d4f6b79ee73c5dfb76793b21396a57bc4b82d80ecd91d38ba014104f2c05f6d4,fey2020thesis,Fey (2020) Table F.4,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__0qp__alpha_3.5.dat,78ed5adc2ef8273f64a7cc41a17e28e66f736d4a7d634bc793f08fd00c45aed6,fey2020thesis,Fey (2020) Table F.4,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__0qp__alpha_3.dat,8da844891a4608b100ca68afaaf2b1d19f3121eecc17fdd7ae33ea612cec0f7a,fey2020thesis,Fey (2020) Table F.4,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__0qp__alpha_4.5.dat,bd393b62d6c61dfd8d8dc1934b096a5b4a55dc9c44c6cf3e2eb2d8139f413d82,fey2020thesis,Fey (2020) Table F.4,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__0qp__alpha_4.dat,9d51e057d889aa52ede0c979352bb5c7198f8e97884380ca9301a6bf181da89e,fey2020thesis,Fey (2020) Table F.4,cell-verified (9/9 measured orders reproduce the print),
MC_patched/TFIM/square/TFIM_lr_2d_square__MC__list_of_prefactors__0qp__alpha_5.dat,c3d27ddcc0de68e8e19740eadb8eff15ea8fac8240a1a94cc6e12fedf3540491,fey2020thesis,Fey (2020) Table F.4,cell-verified (9/9 measured orders reproduce the print),
